frequency,model,amplitude,phase_radians
0.0022013311074930322,one effective reservoir,0.9999043603065604,-0.013830489360128227
0.0022475191809674874,one effective reservoir,0.9999003054067765,-0.01412064090397159
0.002294676367231936,one effective reservoir,0.9998960786155069,-0.014416877920366295
0.0023428230000983167,one effective reservoir,0.9998916726484103,-0.014719327936339182
0.00239197984002024,one effective reservoir,0.9998870799126542,-0.015028121144546033
0.002442168083044748,one effective reservoir,0.999882292493867,-0.015343390458551077
0.0024934093699518806,one effective reservoir,0.9998773021425407,-0.015665271569224534
0.002545725795586,one effective reservoir,0.9998721002598605,-0.015993903002279
0.002599139918382933,one effective reservoir,0.9998666778829352,-0.016329426176965946
0.002653674770096987,one effective reservoir,0.9998610256694083,-0.01667198546595336
0.0027093538657320514,one effective reservoir,0.9998551338814164,-0.017021728256406105
0.0027662012136811047,one effective reservoir,0.9998489923688763,-0.017378805012291172
0.002824241326078436,one effective reservoir,0.9998425905520647,-0.01774336933792931
0.0028834992293690774,one effective reservoir,0.9998359174034668,-0.018115578042815706
0.0029440004751000335,one effective reservoir,0.9998289614288595,-0.018495591207732174
0.0030057711509378976,one effective reservoir,0.9998217106475994,-0.01888357225217335
0.003068837891917642,one effective reservoir,0.9998141525720811,-0.019279688003109884
0.0031332278919274583,one effective reservoir,0.9998062741863332,-0.019684108765111903
0.0031989689154345376,one effective reservoir,0.9997980619237126,-0.020097008391855662
0.003266089309456888,one effective reservoir,0.9997895016436629,-0.02051856435903691
0.003334618015786363,one effective reservoir,0.9997805786074967,-0.020948957838714675
0.0034045845834681297,one effective reservoir,0.9997712774531605,-0.021388373775108802
0.0034760191815419775,one effective reservoir,0.9997615821689416,-0.02183700096187504
0.0035489526120509964,one effective reservoir,0.9997514760660711,-0.022295032120881814
0.00362341632332315,one effective reservoir,0.9997409417501787,-0.02276266398251183
0.0036994424235315794,one effective reservoir,0.9997299610915515,-0.02324009736751317
0.0037770636945393685,one effective reservoir,0.9997185151941478,-0.023727537270422844
0.003856313606034854,one effective reservoir,0.9997065843633108,-0.024225192944587373
0.003937226329963483,one effective reservoir,0.9996941480721362,-0.02473327798880348
0.004019836755262481,one effective reservoir,0.9996811849264291,-0.025252010435602597
0.004104180502904709,one effective reservoir,0.9996676726281983,-0.025781612841202874
0.004190293941258144,one effective reservoir,0.999653587937627,-0.026322312377151366
0.004278214201767617,one effective reservoir,0.999638906633455,-0.026874340923679504
